交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名,起点側／接続区分,起点側／交通調査基本区間番号,起点側／世代管理番号（十の位）,起点側／路線名等,起点側／備考,終点側／接続区分,終点側／交通調査基本区間番号,終点側／世代管理番号（十の位）,終点側／路線名等,終点側／備考,現道旧道区分,管理区分,市区町村コード,自動車専用道路の別,区間種別,分離区間／分離区分,分離区間／交通調査基本区間番号,区間延長（ｋｍ）,高規格道路の別,一般国道指定区間,一方通行フラグ,平成２７年度／交通調査基本区間番号,平成２７年度／世代管理番号（十の位）,平成２７年度／世代管理番号（一の位）,交通量／都道府県指定市コード,交通量／調査単位区間番号,上り／観測地点交通調査基本区間番号,上り／交通量観測地点地名,上り／令和３年度調査交通量観測・非観測の別,上り／個別調査結果活用の別,上り／１２時間・２４時間観測の別,上り／交通量観測年月日,上り／昼間１２時間自動車類交通量／小型車（台）,上り／昼間１２時間自動車類交通量／大型車（台）,上り／昼間１２時間自動車類交通量／合計（台）,上り／２４時間自動車類交通量／小型車（台）,上り／２４時間自動車類交通量／大型車（台）,上り／２４時間自動車類交通量／合計（台）,下り／観測地点交通調査基本区間番号,下り／交通量観測地点地名,下り／令和３年度調査交通量観測・非観測の別,下り／個別調査結果活用の別,下り／１２時間・２４時間観測の別,下り／交通量観測年月日,下り／昼間１２時間自動車類交通量／小型車（台）,下り／昼間１２時間自動車類交通量／大型車（台）,下り／昼間１２時間自動車類交通量／合計（台）,下り／２４時間自動車類交通量／小型車（台）,下り／２４時間自動車類交通量／大型車（台）,下り／２４時間自動車類交通量／合計（台）,昼間１２時間自動車類交通量（上下合計）／小型車（台）,昼間１２時間自動車類交通量（上下合計）／大型車（台）,昼間１２時間自動車類交通量（上下合計）／合計（台）,２４時間自動車類交通量（上下合計）／小型車（台）,２４時間自動車類交通量（上下合計）／大型車（台）,２４時間自動車類交通量（上下合計）／合計（台）,昼夜率,昼間１２時間ピーク比率（％）,昼間１２時間大型車混入率（％）,混雑度,平成２７年度／交通量／都道府県指定市コード,平成２７年度／交通量／調査単位区間番号,平成２７年度／昼間１２時間自動車類交通量（台）,平成２７年度／２４時間自動車類交通量（台）,旅行速度／都道府県指定市コード,旅行速度／調査単位区間番号,朝夕（混雑時）／上り／旅行速度計測・非計測の別,朝夕（混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／上り／取得件数／小型車（件）,朝夕（混雑時）／上り／取得件数／大型車（件）,朝夕（混雑時）／上り／取得件数／合計（件）,朝夕（混雑時）／下り／旅行速度計測・非計測の別,朝夕（混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,朝夕（混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,朝夕（混雑時）／下り／取得件数／小型車（件）,朝夕（混雑時）／下り／取得件数／大型車（件）,朝夕（混雑時）／下り／取得件数／合計（件）,昼間（非混雑時）／上り／旅行速度計測・非計測の別,昼間（非混雑時）／上り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／上り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／上り／取得件数／小型車（件）,昼間（非混雑時）／上り／取得件数／大型車（件）,昼間（非混雑時）／上り／取得件数／合計（件）,昼間（非混雑時）／下り／旅行速度計測・非計測の別,昼間（非混雑時）／下り／旅行速度／小型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／大型車（ｋｍ／ｈ）,昼間（非混雑時）／下り／旅行速度／合計（ｋｍ／ｈ）,昼間（非混雑時）／下り／取得件数／小型車（件）,昼間（非混雑時）／下り／取得件数／大型車（件）,昼間（非混雑時）／下り／取得件数／合計（件）,昼間１２時間平均旅行速度（時間帯別交通量加重）／上り（ｋｍ／ｈ）,昼間１２時間平均旅行速度（時間帯別交通量加重）／下り（ｋｍ／ｈ）,平成２７年度／旅行速度／都道府県指定市コード,平成２７年度／旅行速度／調査単位区間番号,平成２７年度／混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／混雑時／下り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／上り／平均旅行速度（ｋｍ／ｈ）,平成２７年度／昼間非混雑時／下り／平均旅行速度（ｋｍ／ｈ）,道路状況／都道府県指定市コード,道路状況／調査単位区間番号,区間延長／改良済み区間率（％）,区間延長／5.5ｍ以上改良済み区間率（％）,幅員構成／道路部幅員（ｍ）,幅員構成／車道部幅員（ｍ）,幅員構成／車道幅員（ｍ）,幅員構成／中央帯幅員（ｍ）,幅員構成／歩道幅員／上り（ｍ）,幅員構成／歩道幅員／下り（ｍ）,幅員構成／自転車道幅員／上り（ｍ）,幅員構成／自転車道幅員／下り（ｍ）,幅員構成／停車帯等幅員／上り（ｍ）,幅員構成／停車帯等幅員／下り（ｍ）,車線数,交通安全施設等／歩道設置率（％）,交通安全施設等／自転車歩行者道設置率（％）,交通安全施設等／自転車道設置率（％）,交通安全施設等／自転車レーン設置率（％）,交通安全施設等／両側歩道設置率（％）,交通安全施設等／両側自転車歩行者道設置率（％）,交通安全施設等／両側自転車道設置率（％）,交通安全施設等／両側自転車レーン設置率（％）,交通安全施設等／歩道代表幅員（ｍ）,交通安全施設等／自転車道代表幅員（ｍ）,バス路線／バス路線延長率（％）,バス路線／バス優先・専用レーンの有無,交差点密度／信号交差点（箇所／ｋｍ）,交差点密度／信号のない交差点（箇所／ｋｍ）,代表信号交差点／青時間比（％）,代表信号交差点／右折専用車線の有無等,鉄道との平面交差箇所の有無,指定最高速度（ｋｍ／ｈ）,付加車線及び登坂車線設置箇所の有無／上り,付加車線及び登坂車線設置箇所の有無／下り,代表沿道状況,中央分離帯／中央分離帯の種類,中央分離帯／中央分離帯の設置状況,軌道の有無,自転車通行可能区分,異常気象時等通行規制区分,リバーシブルレーン運用の有無,アクセスコントロール,平成２７年度／道路状況／都道府県指定市コード,平成２７年度／道路状況／調査単位区間番号,交通調査基本区間番号,世代管理番号（十の位）,世代管理番号（一の位）,道路種別,路線番号,路線名
13111010080,0,0,1,1101,中央自動車道富士吉田線,6,,,三鷹市・調布市境,,1,13300200420,0,一般国道２０号,調布IC,1,4,13208,1,0,0,,2.6,1,0,0,13111010080,0,0,13000,70,13111010050,中央自動車道富士吉田線～一般国道２０号調布IC,1,0,2,20210929,21621,5901,27522,31740,8660,40400,13111010050,中央自動車道富士吉田線～一般国道２０号調布IC,1,0,2,20210929,22639,6179,28818,32889,8975,41864,44260,12080,56340,64629,17635,82264,1.46,9.1,21.4,0.94,13000,90,59751,93073,13000,110,1,13,13,13,39461,21322,60783,1,82.5,76.8,81.2,47504,18691,66195,1,54,49.4,52.9,177292,130512,307804,1,82.2,76.2,80.9,159803,133074,292877,26.4,81,13000,90,27,79.1,51.5,84,13000,110,100,100,22.5,22.5,14.5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,60,2,2,2,3,1,4,2,2,2,1,13000,90,13111010080,0,0,1,1101,中央自動車道富士吉田線
13111010090,0,0,1,1101,中央自動車道富士吉田線,1,13300200420,0,一般国道２０号,調布IC,6,,,調布市・府中市境,,1,4,13208,1,0,0,,2.1,1,0,0,13111010090,0,0,13000,80,13111010090,一般国道２０号調布IC～川崎府中線稲城IC,1,0,2,20210929,20035,5469,25504,29309,7999,37308,13111010090,一般国道２０号調布IC～川崎府中線稲城IC,1,0,2,20210929,23475,6405,29880,33570,9157,42727,43510,11874,55384,62879,17156,80035,1.45,9.5,21.4,0.95,13000,100,58321,89122,13000,120,1,21.2,20.8,21.1,31008,19613,50621,1,80.8,75.1,79.5,46804,20446,67250,1,77.8,71.7,76.4,163192,124641,287833,1,80.1,74.9,78.9,166466,138583,305049,41.7,79.1,13000,100,14.9,81.4,49.9,82.8,13000,120,100,100,25,25,14.5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,80,2,2,2,3,1,4,2,2,2,1,13000,100,13111010090,0,0,1,1101,中央自動車道富士吉田線
13111010100,0,1,1,1101,中央自動車道富士吉田線,6,,,調布市・府中市境,,1,13400090130,0,川崎府中線,稲城IC,1,4,13206,1,0,0,,0,1,0,0,13111010100,0,1,13000,80,13111010090,一般国道２０号調布IC～川崎府中線稲城IC,1,0,2,20210929,20035,5469,25504,29309,7999,37308,13111010090,一般国道２０号調布IC～川崎府中線稲城IC,1,0,2,20210929,23475,6405,29880,33570,9157,42727,43510,11874,55384,62879,17156,80035,1.45,9.5,21.4,0.95,13000,110,58321,89122,13000,120,1,21.3,18.8,20.7,32792,20554,53346,1,85.2,78.5,83.7,41717,19883,61600,1,78.3,72.1,76.9,176153,131222,307375,1,83.7,77.5,82.3,154696,133829,288525,41.3,82.8,13000,100,11.7,83.9,51.7,84.8,13000,130,0,0,25,25,14.5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,2,100,2,2,2,3,1,4,2,2,2,1,13000,110,13111010100,0,1,1,1101,中央自動車道富士吉田線
13111010105,0,0,1,1101,中央自動車道富士吉田線,1,13400090130,0,川崎府中線,稲城IC,1,13400090145,0,川崎府中線,府中SIC,1,4,13206,1,0,0,,2,1,0,0,13111010105,0,0,13000,90,13111010105,川崎府中線稲城IC～川崎府中線府中SIC,1,0,2,20210929,18332,4999,23331,26943,7348,34291,13111010105,川崎府中線稲城IC～川崎府中線府中SIC,1,0,2,20210929,22493,6136,28629,31659,8638,40297,40825,11135,51960,58602,15986,74588,1.44,9.3,21.4,0.86,13000,120,50865,77517,13000,130,1,57.5,53.5,56.6,19600,14421,34021,1,82.5,73,80.3,47979,27481,75460,1,84.3,77.6,82.7,150040,114510,264550,1,79.7,72.6,78,153726,133545,287271,72.3,78.8,13000,120,12.7,81.1,56.7,82.8,13000,140,100,100,25,25,14.5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,100,2,2,2,3,1,4,2,2,2,1,13000,120,13111010105,0,0,1,1101,中央自動車道富士吉田線
13111010110,1,0,1,1101,中央自動車道富士吉田線,1,13400090145,0,川崎府中線,府中SIC,1,13300200540,0,一般国道２０号,国立府中IC,1,4,13206,1,0,0,,4.9,1,0,0,13111010110,1,0,13000,100,13111010110,川崎府中線府中SIC～一般国道２０号国立府中IC,1,0,2,20210929,20665,5640,26305,30012,8192,38204,13111010110,川崎府中線府中SIC～一般国道２０号国立府中IC,1,0,2,20210929,22788,6218,29006,32031,8740,40771,43453,11858,55311,62043,16932,78975,1.43,9.4,21.4,0.98,13000,130,53808,81424,13000,140,1,59.6,57.3,59.1,47286,19079,66365,1,79.4,74.1,78.2,39137,21013,60150,1,79.4,75.5,78.5,164165,125277,289442,1,79,74.3,78,150173,139149,289322,71.1,78.1,13000,130,27.6,81.2,70,82.9,13000,150,100,100,25,25,14.5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,100,2,2,2,3,1,4,2,2,2,1,13000,130,13111010110,1,0,1,1101,中央自動車道富士吉田線
13111010120,0,1,1,1101,中央自動車道富士吉田線,1,13300200540,0,一般国道２０号,国立府中IC,6,,,府中市・国立市境,,1,4,13206,1,0,0,,0.3,1,0,0,13111010120,0,1,13000,110,13111010120,一般国道２０号国立府中IC～一般国道１６号八王子IC,1,0,2,20210929,17830,4865,22695,25178,6869,32047,13111010120,一般国道２０号国立府中IC～一般国道１６号八王子IC,1,0,2,20210929,19543,5330,24873,27044,7378,34422,37373,10195,47568,52222,14247,66469,1.4,9.6,21.4,0.9,13000,140,45339,66555,13000,150,1,43.2,42.3,43,36886,13489,50375,1,83.2,76.4,81.7,31343,18136,49479,1,77,74.2,76.4,121227,93660,214887,1,81,75,79.7,124939,119154,244093,60.7,80.4,13000,140,30.2,83.9,69.9,85.5,13000,160,100,100,25,25,14.5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,100,2,2,2,3,1,4,2,2,2,1,13000,140,13111010120,0,1,1,1101,中央自動車道富士吉田線
13111010130,0,0,1,1101,中央自動車道富士吉田線,6,,,府中市・国立市境,,6,,,国立市・日野市境,,1,4,13215,1,0,0,,2,1,0,0,13111010130,0,0,13000,110,13111010120,一般国道２０号国立府中IC～一般国道１６号八王子IC,1,0,2,20210929,17830,4865,22695,25178,6869,32047,13111010120,一般国道２０号国立府中IC～一般国道１６号八王子IC,1,0,2,20210929,19543,5330,24873,27044,7378,34422,37373,10195,47568,52222,14247,66469,1.4,9.6,21.4,0.9,13000,150,45339,66555,13000,160,1,54.4,55.1,54.5,38220,14130,52350,1,80.9,74.9,79.6,52869,27767,80636,1,81.1,77.3,80.3,125071,97148,222219,1,79.7,74.5,78.5,132080,133369,265449,69.4,78.9,13000,150,47.1,86.4,81.7,87.2,13000,170,100,100,25,25,14.5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,100,2,2,2,3,1,4,2,2,2,1,13000,150,13111010130,0,0,1,1101,中央自動車道富士吉田線
13111010140,0,0,1,1101,中央自動車道富士吉田線,6,,,国立市・日野市境,,6,,,日野市・八王子市境,,1,4,13212,1,0,0,,4.5,1,0,0,13111010140,0,0,13000,110,13111010120,一般国道２０号国立府中IC～一般国道１６号八王子IC,1,0,2,20210929,17830,4865,22695,25178,6869,32047,13111010120,一般国道２０号国立府中IC～一般国道１６号八王子IC,1,0,2,20210929,19543,5330,24873,27044,7378,34422,37373,10195,47568,52222,14247,66469,1.4,9.6,21.4,0.9,13000,160,45339,66555,13000,170,1,63.7,59.2,62.7,38707,14680,53387,1,82,74.9,80.3,52476,26384,78860,1,84.5,75.6,82.4,122559,96776,219335,1,82.5,76.2,81,126864,130789,257653,74.6,80.7,13000,160,68.2,87.3,91.3,87.5,13000,180,100,100,25,25,14.5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,100,2,2,2,3,1,4,2,2,2,1,13000,160,13111010140,0,0,1,1101,中央自動車道富士吉田線
13111010150,0,0,1,1101,中央自動車道富士吉田線,6,,,日野市・八王子市境,,1,13300160140,0,一般国道１６号,八王子IC,1,4,13201,1,0,0,,1.9,1,0,0,13111010150,0,0,13000,110,13111010120,一般国道２０号国立府中IC～一般国道１６号八王子IC,1,0,2,20210929,17830,4865,22695,25178,6869,32047,13111010120,一般国道２０号国立府中IC～一般国道１６号八王子IC,1,0,2,20210929,19543,5330,24873,27044,7378,34422,37373,10195,47568,52222,14247,66469,1.4,9.6,21.4,0.9,13000,170,45339,66555,13000,180,1,64.1,60.7,63.4,42475,15543,58018,1,77.5,71.1,76,25087,16441,41528,1,81.5,73,79.5,135597,102376,237973,1,77.6,71.6,76.2,108209,112577,220786,73.3,76.1,13000,170,80.3,80,87.5,81.1,13000,190,100,100,25,25,14.5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,100,2,2,2,3,1,4,2,2,2,1,13000,170,13111010150,0,0,1,1101,中央自動車道富士吉田線
13111010160,0,0,1,1101,中央自動車道富士吉田線,1,13300160140,0,一般国道１６号,八王子IC,2,13304680010,0,一般国道４６８号（圏央道）,八王子JCT,1,4,13201,1,0,0,,10.2,1,0,0,13111010160,0,0,13000,120,13111010160,八王子～八王子JCT,1,0,2,20210929,13294,3354,16648,16521,5854,22375,13111010160,八王子～八王子JCT,1,0,2,20210929,10930,3579,14509,14381,5588,19969,24224,6933,31157,30902,11442,42344,1.36,10,22.3,0.78,13000,180,30856,44204,13000,190,1,58.5,54.7,58,29728,12155,41883,1,86.4,76.9,84.1,16346,14639,30985,1,65,57.1,63.1,89059,69582,158641,1,87.7,78.6,85,94886,102303,197189,61.3,84.7,13000,180,89.2,86.8,91.1,86.3,13000,200,100,100,23.5,23.5,14,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,80,2,2,5,1,1,4,2,2,2,1,13000,180,13111010160,0,0,1,1101,中央自動車道富士吉田線
13111010170,0,0,1,1101,中央自動車道富士吉田線,2,13304680010,0,一般国道４６８号（圏央道）,八王子JCT,3,14111010010,0,中央自動車道富士吉田線,,1,4,13201,1,0,0,,4.4,1,0,0,13111010170,0,0,13000,130,13111010170,八王子JCT～相模湖東,1,0,2,20210929,14637,4315,18952,18004,8975,26979,13111010170,八王子JCT～相模湖東,1,0,2,20210929,11179,4482,15661,15022,8039,23061,25816,8797,34613,33026,17014,50040,1.45,10.6,25.4,0.96,13000,190,35385,51799,13000,200,1,78,73.7,77.4,34218,13404,47622,1,73.5,65.5,70.6,9812,11785,21597,1,86.6,79,84.7,107844,71110,178954,1,82,75.4,79.9,70839,76518,147357,82.2,76.5,13000,190,86.5,85.3,89.6,79.5,13000,210,100,100,23.5,23.5,14,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,80,2,1,5,1,1,4,2,2,2,1,13000,190,13111010170,0,0,1,1101,中央自動車道富士吉田線
13111100010,0,0,1,1110,東京外環自動車道,1,13118000010,0,関越自動車道,大泉JCT,3,11111100010,0,東京外環自動車道,,1,4,13120,1,0,0,,1.5,1,0,0,13111100010,0,0,13100,200,13111100010,大泉JCT～埼玉県境（和光IC）,1,0,2,20210929,18886,7626,26512,25684,11918,37602,13111100010,大泉JCT～埼玉県境（和光IC）,1,0,2,20210929,19039,7787,26826,25012,11751,36763,37925,15413,53338,50696,23669,74365,1.39,9.7,28.9,0.65,13100,200,55727,79231,13100,210,1,67.1,64.6,66.7,32093,14158,46251,1,45.8,44.2,45.5,12845,3250,16095,1,73.7,70.4,72.6,111478,98254,209732,1,49,47.9,48.6,48101,26008,74109,70.5,47.5,13100,200,60.8,51.9,81.3,56.8,13100,220,100,100,29,29,21,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,2,80,2,2,3,2,1,4,2,1,2,1,13100,200,13111100010,0,0,1,1110,東京外環自動車道
13111100030,0,0,1,1110,東京外環自動車道,8,,,,都県境,8,,,,都県境,1,4,13122,1,0,0,,0.9,1,0,0,,,,13100,210,13111100030,埼玉県境（三郷南IC）～埼玉県境（松戸IC）,1,0,2,20210929,12088,7663,19751,16445,11425,27870,13111100030,埼玉県境（三郷南IC）～埼玉県境（松戸IC）,1,0,2,20210929,12323,8471,20794,17477,12454,29931,24411,16134,40545,33922,23879,57801,1.43,9.4,39.8,0.69,,,,,13100,220,1,69.5,62.5,67.8,20452,23610,44062,1,32.3,33.6,32.8,17868,27310,45178,1,81.2,72,76.8,61613,181644,243257,1,68.8,62.9,65.9,61390,174374,235764,73.5,49.5,,,,,,,13100,230,100,100,22,22,14,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,,2,80,2,2,2,3,1,4,2,1,2,1,,,13111100030,0,0,1,1110,東京外環自動車道
13118000010,0,0,1,1800,関越自動車道,1,13400240150,0,練馬所沢線,練馬IC,2,13111100010,0,東京外環自動車道,大泉JCT,1,4,13120,1,0,0,,0.8,1,0,0,13118000010,0,0,13100,220,13118000010,練馬IC～大泉JCT,1,0,2,20210929,10867,2044,12911,15062,3427,18489,13118000010,練馬IC～大泉JCT,1,0,2,20210929,10149,2462,12611,14270,3629,17899,21016,4506,25522,29332,7056,36388,1.43,11.1,17.7,0.51,13100,210,23869,35915,13100,230,1,22.9,23.5,23,23990,5546,29536,1,72.9,66.5,72,41685,30845,72530,1,38.7,42.3,39.3,69550,44321,113871,1,73,67.3,71.5,153883,218377,372260,31.2,71.7,13100,210,24.4,62.6,35.5,63.3,13100,240,100,100,18.5,18.5,14,2.5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,80,2,2,2,3,1,4,2,1,2,1,13100,210,13118000010,0,0,1,1800,関越自動車道
13118000020,0,0,1,1800,関越自動車道,2,13111100010,0,東京外環自動車道,大泉JCT,3,11118000010,0,関越自動車道,,1,4,13120,1,0,0,,2.4,1,0,0,13118000020,0,0,13100,230,13118000020,大泉JCT～埼玉県境（所沢IC),1,0,2,20210929,24529,8706,33235,32756,13645,46401,13118000020,大泉JCT～埼玉県境（所沢IC),1,0,2,20210929,24947,9298,34245,34081,14258,48339,49476,18004,67480,66837,27903,94740,1.4,9.3,26.7,0.78,13100,220,68696,98696,13100,240,1,58.9,57.6,58.7,46939,19984,66923,1,82.1,74,80.2,60556,45755,106311,1,77.1,73.1,75.9,148019,141525,289544,1,83.2,75.7,80.7,156691,221483,378174,69,80.5,13100,220,48.3,85.6,68.9,85.9,13100,250,100,100,30.5,30.5,21,3.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,,2,80,2,2,3,3,1,4,2,1,2,1,13100,220,13118000020,0,0,1,1800,関越自動車道
13118000040,0,0,1,1800,関越自動車道,3,11118000010,0,関越自動車道,,3,11118000030,0,関越自動車道,,1,4,13221,1,0,0,,1,1,0,0,13118000040,0,0,13000,240,13118000040,埼玉県境（大泉JCT）～埼玉県境（所沢IC),1,0,2,20210929,24529,8706,33235,32756,13645,46401,13118000040,埼玉県境（大泉JCT）～埼玉県境（所沢IC),1,0,2,20210929,24947,9298,34245,34081,14258,48339,49476,18004,67480,66837,27903,94740,1.4,9.3,26.7,0.78,13000,230,68696,98696,13000,250,1,86.6,76.8,85,56929,32405,89334,1,86.1,74.2,83.7,41186,32139,73325,1,91,78.6,86.9,182458,217600,400058,1,87.3,75.6,83.3,157389,226985,384374,86.2,83.4,13000,230,79.8,89.5,89.5,92.2,13000,260,100,100,30.5,30.5,21,3.5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,100,3,0,0,,2,2,100,2,2,3,3,1,4,2,1,2,1,13000,230,13118000040,0,0,1,1800,関越自動車道
13200010010,0,0,2,1,高速都心環状線,1,13200020080,0,高速都心環状線,江戸橋JCT,1,13809990010,0,東京都中央区道,宝町出入口,1,5,13102,1,0,0,,0.9,2,0,0,13200010010,0,0,13100,5010,13200010010,江戸橋JCT～宝町出入口,1,0,2,20211000,30777,4351,35128,43450,6394,49844,13200010010,江戸橋JCT～宝町出入口,1,0,2,20211000,32725,3997,36722,44908,6033,50941,63502,8348,71850,88358,12427,100785,1.4,8.9,11.6,0.71,13100,5010,72022,107423,13100,5010,1,16.7,13.7,16.5,48719,12358,61077,1,51.8,50.2,51.7,61927,15151,77078,1,34.5,30,33.8,191827,112177,304004,1,55.2,53.5,54.9,225401,116146,341547,25.3,53.8,13100,5010,14.4,59.1,28.8,59,13100,5010,100,100,23,22.6,19.5,1.1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2,2,50,2,2,1,2,1,4,2,1,2,1,13100,5010,13200010010,0,0,2,1,高速都心環状線
13200010020,0,0,2,1,高速都心環状線,1,13809990010,0,東京都中央区道,宝町出入口,1,13200010130,0,高速都心環状線,京橋JCT,1,5,13102,1,0,0,,0.9,2,0,0,13200010020,0,0,13100,5020,13200010020,宝町出入口～京橋JCT,1,0,2,20211000,29245,1667,30912,40731,2786,43517,13200010020,宝町出入口～京橋JCT,1,0,2,20211000,30495,3719,34214,42102,5671,47773,59740,5386,65126,82833,8457,91290,1.4,9,8.3,0.68,13100,5020,66322,98402,13100,5020,1,17.5,16.7,17.4,39175,6881,46056,1,55.7,53.3,55.6,58516,11279,69795,1,39.8,39.8,39.8,160263,83484,243747,1,63.4,60.2,63,204841,85985,290826,27.8,60.2,13100,5020,18.3,60.8,35.5,62.4,13100,5010,100,100,23,22.6,19.5,1.1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2,2,50,2,2,1,2,1,4,2,1,2,1,13100,5010,13200010020,0,0,2,1,高速都心環状線
13200010030,0,0,2,1,高速都心環状線,1,13200010130,0,高速都心環状線,京橋JCT,1,13809990040,0,東京都中央区道,京橋出入口,1,5,13102,1,0,0,,0.1,2,0,0,13200010030,0,0,13100,5030,13200010030,京橋JCT～京橋出入口,1,0,2,20211000,27214,1667,28881,37946,2786,40732,13200010030,京橋JCT～京橋出入口,1,0,2,20211000,27162,3719,30881,37377,5671,43048,54376,5386,59762,75323,8457,83780,1.4,9.1,9,0.91,13100,5030,62468,92279,13100,5030,1,18,17.4,18,27040,5293,32333,1,47.7,46.7,47.6,51325,10298,61623,1,44.5,44.5,44.5,142065,75234,217299,1,56.5,54.6,56.3,180122,79247,259369,30.5,53,13100,5030,19.7,53.3,39.2,56,13100,5020,100,100,15.6,15.6,13,1.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2,2,50,2,2,1,3,1,4,2,1,2,1,13100,5020,13200010030,0,0,2,1,高速都心環状線
13200010040,0,0,2,1,高速都心環状線,1,13809990040,0,東京都中央区道,京橋出入口,1,13604730010,0,新富晴海線,新富町出口,1,5,13102,1,0,0,,0.2,2,0,0,13200010040,0,0,13100,5040,13200010040,京橋出入口～新富町出口,1,0,2,20211000,29201,1791,30992,40362,2948,43310,13200010040,京橋出入口～新富町出口,1,0,2,20211000,29297,4008,33305,40209,6076,46285,58498,5799,64297,80571,9024,89595,1.39,9,9,0.97,13100,5040,67265,98658,13100,5040,1,19.8,18.2,19.8,28254,6425,34679,1,45.5,44.8,45.5,51362,10622,61984,1,46.2,45,46.1,147884,84607,232491,1,56.9,55.6,56.7,178627,81743,260370,32.6,52.3,13100,5040,23.1,51.2,44,55.5,13100,5020,100,100,15.6,15.6,13,1.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2,2,50,2,2,1,3,1,4,2,1,2,1,13100,5020,13200010040,0,0,2,1,高速都心環状線
13200010050,0,0,2,1,高速都心環状線,1,13604730010,0,新富晴海線,新富町出口,2,13809990180,0,東京都中央区道,銀座出入口,1,5,13102,1,0,0,,0.5,2,0,0,13200010050,0,0,13100,5050,13200010050,新富町出口～銀座出入口,1,0,2,20211000,30331,1873,32204,41838,3054,44892,13200010050,新富町出口～銀座出入口,1,0,2,20211000,29117,3075,32192,39848,4845,44693,59448,4948,64396,81686,7899,89585,1.39,9,7.7,0.9,13100,5050,67186,98170,13100,5050,1,22,20.1,21.9,28947,6487,35434,1,46.4,44.3,46.3,52058,9633,61691,1,50.1,49,50,153511,75384,228895,1,57.2,54.6,56.9,175614,73290,248904,35.6,52.8,13100,5050,26.2,49.8,48.8,55.9,13100,5020,100,100,15.6,15.6,13,1.1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,,2,2,50,2,2,1,3,1,4,2,1,2,1,13100,5020,13200010050,0,0,2,1,高速都心環状線
